gene_name	MM1S monoculture-1	MM1S monoculture-2	MM1S monoculture-3	MM1S cocultured-1	MM1S cocultured-2	MM1S cocultured-3
SOX6 (ENSG00000110693)	0.9200362265206937	0.9152058607228438	0.8993746831762701	-0.9557235156515552	-0.9650068991886258	-0.8138863555796282
AC243960.3 (ENSG00000268355)	-1.1158555447376837	-0.4127140876056271	-1.1158555447376837	0.8160529089738517	0.8826824611575914	0.9456898069495515
ZNF492 (ENSG00000229676)	-1.0932275511499663	-1.0932275511499663	-0.4708544840062613	0.8464311285307775	0.7791121772695487	1.031766280505867
AC011503.2 (ENSG00000269397)	-1.1516527264654144	-1.1516527264654144	-0.2697235680521693	0.8401540776115011	0.6829238028799262	1.0499511404915707
ZNF486 (ENSG00000256229)	-0.6499648314051547	-0.36807591977393456	-1.5045955401425204	0.7658113201505791	0.7225694105605751	1.034255560610456
RNU1-11P (ENSG00000206702)	-1.3318452800206961	-0.5910562245836043	-0.7113819301769947	1.0739568658130518	0.7736984432592114	0.7866281257090308
TPO (ENSG00000115705)	1.1480260340191135	0.5596262756017125	0.9777490775333418	-0.8230217174626773	-0.9563655552713152	-0.9060141144201753
FUCA2 (ENSG00000001036)	-1.3455016860982711	-0.40046278115858563	-0.8641516361391857	0.9577856708662215	0.8214006112101153	0.830929821319707
IGLC5 (ENSG00000254030)	0.8166331145874188	1.1603349300499193	0.7272795822760094	-1.0045492266349105	-0.8040717996975316	-0.8956266005809062
MCF2L (ENSG00000126217)	0.9891709600774422	0.7881651812479862	0.8455163585801307	-0.8384554416582427	-0.45038715093493564	-1.3340099073123812
SOHLH1 (ENSG00000165643)	0.8981050404010186	1.0180873471247063	0.8096582306688692	-0.9537197645918174	-0.9898772012359256	-0.7822536523668507
RN7SL5P (ENSG00000265735)	0.619949823367696	0.8846981344674574	1.1019283325469844	-1.1596599987938008	-0.3864635708585507	-1.060452720729786
EPHB2 (ENSG00000133216)	0.8855010124686175	0.8725201504844194	0.8411888416633521	-0.37072574515629725	-0.8627572881149083	-1.3657269713451827
IGHA1 (ENSG00000211895)	1.0909056269311037	1.089059777166153	0.33506639692530776	-0.3235069793775416	-1.0430512313097644	-1.148473590335259
AL691447.3 (ENSG00000282886)	-1.1978133014213193	-0.12258576369442312	-1.1978133014213193	0.8591480621423345	0.8063293002771291	0.8527350041175985
AGPAT2 (ENSG00000169692)	0.9655815656094269	0.8637155379795846	0.8954208129644556	-0.890651805876634	-1.0665479188805167	-0.767518191796317
PTP4A1 (ENSG00000112245)	0.447770612941267	1.1913427468132065	1.0057247258009472	-1.0221234989592936	-0.7505956614335829	-0.8721189251625432
IGFBP4 (ENSG00000141753)	0.6799549773930524	0.9780705560699167	1.0582965092904617	-0.9357652675748739	-0.9002749788711253	-0.8802817963074326
SMPD5 (ENSG00000204791)	0.7454286932271673	1.0177522419428695	0.9535255467051232	-1.0500895372349537	-0.7708128211780143	-0.8958041234621928
AP000344.2 (ENSG00000248409)	0.8039073768018604	1.1317093310666444	0.6667250719788816	-1.0040365324902356	-0.38498755546586605	-1.2133176918912854
AC137630.3 (ENSG00000272434)	0.7821918635210382	0.7874593685487803	0.9826360259014838	-0.6614428047105783	-0.4081340753512003	-1.4827103779095245
ACOT11 (ENSG00000162390)	1.1431814355459742	0.6826722514069433	0.8685903495978442	-1.0620792775800796	-0.8946867173839085	-0.7376780415867739
AC018738.1 (ENSG00000237039)	1.12457624795837	0.8736669524532684	0.6717177965812356	-0.9977222899444982	-0.5839402446080888	-1.0882984624402878
BANF1P3 (ENSG00000237758)	-0.9864218620499984	-0.6545881864421255	-1.0455347165997115	0.8914404882120491	1.1205740501046402	0.6745302267751466
ZNF826P (ENSG00000231205)	-0.7626393881417075	-0.3563512181866638	-1.4450886716960833	0.87896714425922	0.7693132804843782	0.9157988532808545
UTS2R (ENSG00000181408)	0.8569484747370277	0.9020853280732947	0.8642576374509777	-0.5968679506944325	-0.6288338847758127	-1.3975896047910563
ADTRP (ENSG00000111863)	-1.480240020427488	-0.5837319167922491	-0.5060487957438733	0.9371053369664936	0.8350101878012473	0.7979052081958687
ABCG1 (ENSG00000160179)	0.9852754261928521	0.9718267352445453	0.7636683238635138	-0.8484413526821968	-0.8158838468146145	-1.056445285804099
NPIPA7 (ENSG00000214967)	1.232685266937109	0.870744511506594	0.46694310096748065	-0.73912735644209	-0.5406455374575709	-1.2905999855115238
IGKV1D-17 (ENSG00000242766)	1.1101073970515536	0.6940885317908222	0.872087569337223	-1.1412690039083444	-0.9170670351169191	-0.6179474591543345
AL591845.1 (ENSG00000116883)	0.6767806837819274	0.8061212400083115	1.14431504774494	-1.0455445473924747	-0.4453855681706883	-1.1362868559720138
MT-TR (ENSG00000210174)	-0.9177191739978475	-0.7398122425058643	-1.0628781485442766	0.9907672739470663	0.8241493730582459	0.9054929180426768
NLGN2 (ENSG00000169992)	1.0637760089820067	0.7490784727093467	0.6839259693763956	-1.5399620920863937	-0.5500798908912045	-0.4067384680901506
NCMAP (ENSG00000184454)	-0.2469862520962167	-1.3879995522930284	-0.9112065101949629	0.7520370993459131	0.8374895932532777	0.9566656219850167
FAM221A (ENSG00000188732)	-0.7978769830636622	-0.8544548803320934	-1.0662940774809	0.8152692316248902	0.8510085569158353	1.0523481523359284
OXCT1-AS1 (ENSG00000248668)	1.0077854578998249	0.507767510254288	1.042401297672034	-1.3166439302877258	-0.8813880265218973	-0.3599223090165236
ADGRB1 (ENSG00000181790)	0.8146134251530318	0.6835425062538963	0.9330213392800043	-0.3247980456773671	-0.47235603052929614	-1.6340231944802692
